51,-23,66,-55,34,73
65,18,-44,22,-33,28
14,il,66,-23,-24,44
32,-13,24,14,-29,28
table name:,100.2
76,-38,22,-43,47,64
34,27,-33,66,-55,39
46,18,11,-44,-13,13
54,22,14,-33,-18,39
26,36,-23,35,11,85
16,28,16,-23,37,74
64,i1,-24,-33,46,64
25,37,-23,41,-66,14
75,-23,-23,11,-15,25
18,16,11,16,-43,18
table name:,100.3
16,44,-23,55,-13,-47,-13,41,-23,24,61
57,24,-13,12,-43,25,-33,31,-63,42,59
28,53,-43,22,-33,45,-33,52,-73,-14,4
61,-33,42,-53,64,-13,-24,18,-23,21,60
70,-43,58,-43,-23,52,19,-63,48,-13,62
58,-24,29,-13,~-13,45,-23,34,-61,-13,19
44,13,25,-23,11,-63,78,-14,-13,32,90
17,44,-23,48,-24,-23,42,-63,45,12,75
21,-13,49,24,-63,47,-13,-13,21,-35,25
82,-43,50,-47,-13,62,-73,43,-33,54,82
table name:,100.4
376,264,-333,-144,458,621
284,142,297,-333,444,$34
462,169,-353,154,286,718
508,-333,249,-345,762,$41
731,-443,156,281,-433,292
192,214,-134,369,-453,188
633,142,-393,460,-444,404
561,-284,171,376,-444,380
430,186,244,-525,-144,191
341,288,-337,114,-234,172
table name:,100.5
128,462,-373,-134,722,805
805,-432,272,175,-433,387
256,354,-336,A441,-332,383
782,-343,191,-413,344,561
561,-233,-134,451,-332,313
313,-139,485,-343,-134,182
183,542,-334,-173,346,564
454,128,-363,-136,458,541
720,-438,360,-213,148,S77
Si7,-144,294,-334,259,652
table name:,101.1
3,4,4,-2,5,14
9,4,7,-2,8,26
6,6,9,-2,5,24
8,7,5,-2,3,21
9,6,5,-2,7,25
&,6,1,5,-2,18
5,-2,8,-2,6,15
5,7,4,4,-2,18
9,8,3,-2,6,24
7,7,7,-2,3,22
table name:,101.2
9,4,8,-2,6,25
8,6,6,-2,4,22
7,4,-2,3,-4,
5,-1,6,2:,g,17
5,6,-2,4,5,8
8,8,6,9,-2,29
9,2,4,5,-2,18
3,8,4,6,-2,19
9,3,8,-2,5,23
6,7,7,-2,9,9
table name:,101.3
6,8,1,5,-2,3,-2,4,23
&,3,-2,5,2,5,2,1,10
7,-4,8,-2,1,-2,5,2,15
7,6,2,5,2,7,-2,5,14
9,1,-2,6,3,3,<2,-4,14
3,3,4,-2,7,4,-2,3,12
8,3,-2,5,8,9,-2,4,33
6,5,-2,4,4,5,9,-2,29
9,8,4,-2,6,5,-2,3,31
5,9,1,6,-2,1,-2,-4,14
table name:,101.4
5,8,7,-2,-4,6,-2,3,-2,i,20
4,3,9,4,-2,3,-2,6,5,-2,28
1,9,-2,-4,6,-2,-4,-2,1,10
8,-4,7,-2,6,5,-2,8,-3,4,27
2,8,-2,6,7,-2,9,2,-2,9,37
3,2,5,-2,9,9,9,5,-2,34
6,5,-2,3,9,-2,1,6,4,-2,28
5,9,2,-3,4,-2,1,-2,-4,7,21
1,4,6,-2,1,-2,-4,7,-2,7,2
5,5,-2,-4,7,-2,1,-2,3,-2,9
table name:,102.1
48,23,-32,21,-42,54,19,-62,41,-52,18
18,27,15,-52,68,44,-72,44,19,-22,59
59,21,-62,44,29,-62 -,42,-52,41,-32,28
29,11,-22,53,-42,35,17,-42,22,-42,19
64,26,-72,44,-31,12,S7,-43,-13,-13,7
71,-32,48,-12,-12,-122,-12,46,-44,-12,29
51,-22,42,19,-62,49,14,-22,12,~42,39
39,24,18,-42,21,-52,73,-A2,24,-31,32
68,-34,27,-32,41,-32,54,-62,-12,-14,4
40,-12,33,-42,51,-32,28,14,-52,-14,14
table name:,102.2
326,298,137,-342,298,717
749,111,-482,268,118,764
451,159,-282,144,366,338
284,132,298,-422,334,626
511,-182,266,115,-448,262
680,-292,256,117,-489,272
394,252,118,-395,449,818
247,377,-244,-142,486,724
163,277,-152,453,-358,383
187,262,211,-382,469,747
table name:,102.3
161,479,-332,-124,563,747
757,-144,-321,423,-324,391
391,224,-322,449,-641,101
711,-325,225,-424,556,743
272,343,-421,623,-424,393
393,419,-428,221,-323,282
148,472,-412,-124,641,725
282,423,-322,222,-423,182
184,456,-322,-124,437,631
651,-332,-127,463,-341,314
table name:,103.1
6,8,8,-2,-1,19
3,4,3,-1,2,11
5,7,8,-1,4,23
2,8,-1,6,-4,11
8,3,4,5,-1,19
3,7,-1,7,&,24
9,4,7,-1,3,22
7,6,7,-1,&,27
5,6,9,-1,2,21
1,4,5,-1,3,12
table name:,103.2
4,6,-1,5,1,15
9,4,4,3,-1,19
9,8,3,-1,6,25
3,7,-1,4,4,17
8,6,6,-1,7,12
8,4,-2,-1,5,14
7,8,5,-1,2,21
5,5,7,-1,-1,19
8,2,-1,7,7,23
3,3,4,-1,3,12
table name:,103.3
5,5,-1,6,6,-1,~1,4,23
9,7,4,-1,3,6,-1,8,27
6,8,3,3,-i,6,5,-1,29
9,6,5,-1,5,6,-1,5,34
6,7,7,-1,3,8,-1,4,33
7,3,-1,5,4,2,-k,5,24
5,6,-1,-1,7,4,1,2,21
1,9,-1,4,2,5,1,3,22
3,2,8,7,-1,5,4,2,30
A,3,3,-1,9,2,-1,8,27
table name:,103.4
5,5,-1,8,3,-1,6,5,-1,5,34
4,&,8,-1,6,5,-1,3.,8,-1,39
1,4,5,-1,4,7,-1,5,6,-1,29
6,4,-1,4,7,-1,6,5,-1,4,33
4,8,8,-1,5,6,-1,7,4,i,39
8,-4,6,-1,2,9,-1,5,6,-1,29
3,2,-4,9,-1,6,5,-1,7,3,23
9,1,-2,3,-1,-1,5,6,-1,4,23
7,-3,6,-1,8,-4,7,1,5,6,30
1,4,6,9,-1,5,6,-1,8,7,44
table name:,104.1
74,-35,22,19,-41,39
28,32,-21,44,-55,28
36,28,16,-A1,23,62
49,11,-21,32,-44,27
51,29,-51,35,11,75
64,11,-35,-11,44,73
18,46,16,-4l,23,62
12,58,-31,24,-25,38
24,36,-21,-14,-16,9
56,28,-44,-11,32,61
table name:,104.2
32,14,14,-21,33,72
45,16,-21,-21,44,63
72,-38,26,-31,45,74
84,-55,31,-21,43,82
23,14,33,-11,-26,33
54,11,-25,-21,42,61
16,47,17,-21,-36,23
63,-25,32,-41,35,64
29,16,15,-21,32,71
46,18,16,-Al,24,63
table name:,104.3
24,16,-21,48,23,~71,16,25,51,32,41
41,29,-51,26,25,-51,48,-34,27,-41,19
19,57,14,-31,-29,-11,45,16,-21,-34,25
25,-13,48,-31,4A?,19,-61,45,16,-11,79
79,-19,-21,43,-50,28,-31,42,19,-81,9
80,-61,43,18,-41,25,16,-51,34,12,75
75,15,-51,24,7,-61,47,24,-71,41,60
60,-31,35,16,-51,33,18,-5h,34,22,85
15,45,-51,78,-14,17,-31,23,-14,-34,34
34,26,-31,41,-65,35,-21,43,18,-71,9
table name:,104.4
815,-427,253,164,-416,389
746,117,-485,-148,-151,79
234,376,-241,472,-557,284
349,281,-351,466,118,863
628,-234,311,-412,337,630
571,169,-451,160,273,722
418,191,-218,344,128,863
184,456,-251,335,-444,280
973,-583,-151,395,-453,181
365,279,116,-371,257,646
table name:,104.5
214,493,-311,244,-511,129
189,420,-315,426,-311,409
151,454,-313,438,-321,409
625,182,-414,-189,-112,92
284,423,-314,212,-313,292
780,-341,270,-417,363,655
655,-321,272,-213,368,761
121,484,-312,153,224,670
670,-341,280,-316,332,625
525,135,-331,289,-309,309
table name:,105.1
4,2,7,8,9,12
7,8,8,-4,5,24
3,9,4,-8,3,11
9,2,4,-3,-3,9
3,4,7,1,7,
9,4,8,-2,6,25
6,6,9,4,-6,19
6,8,8,-2,-1,19
9,5,4,4,5,17
5,7,4,4,-2,18
table name:,105.2
8,5,9,6,5,5
5,9,4,8,-4,18
7,3,6,9,5,
4,6,-2,8,-3,13
3,9,-4,8,3,7
5,5,-1,8,-4,13
8,8,5,-3,7,25
5,8,gS,-8,6,20
8,6,5,1,-2,8
4,7,9,-1,3,22
table name:,105.3
4,5,1,-2,-4,4
6,4,5,8,-9,4
2,3,9,-5,4,13
6,4,-8,9,-7,4
5,6,-4,&,-6,9
4,5,7,5,-3,12
6,6,-3,8,5,
3,4,3,-2,4,18
2,8,-7,8,-4,7
6,6,-5,-3,8,12
table name:,105.4
5,8,-4,1,-6,4
8,2,-5,8,-93,4
4,9,5,-4,-5,9
2,9,9,-6,5,9
8,8,-7,2,-3,
8,6,-5,1,-8,2
7,6,-4,1,-7,3
3,9,9,-4,-3,14
2,9,-8,9,+5,7
5,9,3,-8,4,13
table name:,105.5
8,3,5,8,8,4,-4,7,-4,-3,14
9,9,9,-4,-5,7,-3,4,9,3,13
6,8,9,-5,-4,6,-1,2,-3,4,22
5,S,-2,6,8,9,8,7,6,1,19
6,4,-8,-1,9,+3,6,2,-6,8,17
4,3,7,5,1,7,8,9,-2,5,23
8,6,-5,1,-7,4,6,-9,8,-3,9
9,2,7,9,-5,9,5,-8,4,6,24
8,6,6,-2,-4,5,8,3,5,4,13
3,3,A,-6,7,8,4,8,-&,3,12
table name:,106.1
36,27,-24,31,-42,28
39,21,-37,14,27,64
76,-38,22,-43,47,64
41,-18,37,-29,64,95
32,29,-34,47,11,85
28,36,16,-49,24,55
47,27,-55,42,-27,34
74,-35,22,19,-41,39
56,14,-36,11,-27,18
72,-34,26,16,-52,28
table name:,106.2
48,51,-47,-33,48,-39,56,-45,26,-37,28
27,-18,54,-39,46,-51,22,-13,35,~24,39
61,14,-36,21,-48,59,-44,36,-34,42,71
2,-23,42,-34,55,-13,-38,-23,42,-36,24
36,-18,44,-34,46,-35,24,~39,43,-24,43
75,-36,48,-59,62,-1l,-37,-23,42,-35.,26
26,34,-21,49,-44,21,-37,33,-42,51,70
80,-41,26,-36,51,-62,67,-48,24,-32,29
39,21,-43,55,-43,52,-68,24,43,-24.,56
56,-33,48,-32,21,-4l,58,-39,24,~38,24
table name:,106.3
37,55,-13,-38,-23,42,-36,48,-68,75,-21,1,-32,-14,-15,
60,-21,49,-44,21,-37,33,-42,41,-23,24,-34,49,-18,-34,24
52,-23,42,-34,55,-13,-38,-23,42,-51,72,-23,35,~29,-31,33
60,-21,49,-44,21,-37,33,-42,49,-34,-15,41,-22,-14,-15,9
99,-47,-33,48,-39,56,-45,26,-37,42,-55,48,-34,51,~-61,19
23,48,~32,21,-41,58,-39,24,-33,45,-15,21,-61,43,-39,28
75,-36,21,-48,59,-44,36,-34,51,-22,24,-53,42,-34,41,48
39,26,-36,51,-62,67,-48,24,-27,43,-39,56,-75,43,-38,24
32,29,-34,47,-35,52,-63,45,14,es],-14,-15,56,-32,-19,14
58,-24,-15,28,23,-17,24,-69,57,-32,-24,61,-15,-26,32,61
table name:,107.1
3,4,5,-6,8,14
4,2,8,-6,3,11
6,5,-6,-4,3,10
4,8,-6,-3,2,5
7,7,8,-6,-2,14
9,4,-6,5,4,16
7,5,-6,4,-6,4
3,2,8,-6,4,11
8,3,-6,5,-2,
6,8,8,-6,-3,13
table name:,107.2
4,7,-6,5,-3,7
2,4,5,-6,9,14
8,7,-4,6,9,14
5,5,8,-4,-6,8
9,4,-6,3,-6,4
6,7,g,6,-4,11
8,3,-6,38,8,21
3,4,4,-6,-1,4
6,8,3,4,-6,15
7,7,-6,4,-8,4
table name:,107.3
9,3,-6,-3,8,-6,8,6,7
4,4,5,-6,4,-6,9,-6,
8,4,4,5,6,-2,-6,9,16
5,7,-6,-2,8,-6,8,6,
9,5,-6,3,7,8,+,7,13
8,3,-6,8,4,-4,6,3,10
6,8,4,5,6,4,6,5,12
4,8,-6,7,-4,2,-6,9,14
3,3,8,-6,2,-8,3,-6,5
8,5,-6,-4,2,7,-6,4,10
table name:,107.4
4,8,-6,5,3,8,3,6,5,6
2,3,8,-6,7,9,-6,8,-2,6,17
S,7,~6,8,-6,7,5,2,6,4,20
1,4,7,-6,8,9,-6,-4,4,3,4
9,3,-6,5,6,8,9,6,4,4,14
5,6,9,-6,-6,4,9,-6,5,~4,16
7,9,-3,-6,4,9,7,-6,8,5.,20
4,6,-8,9,4,6,8,6,5,&,6
4,6,5,8,-6,9,4,-6,-6,9,27
2,3,7,-6,7,9,-6,-3,8,6,15
table name:,108.1
94,-56,22,-34,48,74
26,18,-26,44,-35,27
18,43,-26,-11,37,61
43,18,-23,35,-56,17
52,-14,22,-36,-16,8
87,-16,-16,-26,31,60
29,34,-26,-14,-14,9
36,28,-25,-16,-16,7
58,14,-36,24,-32,23
64,-26,33,-44,-14,13
table name:,108.2
32,-16,47,-25,34,72
93,-66,17,26,-53,17
86,AF,21,-38,-16,6
47,15,-26,-14,34,56
83,-46,-13,38,-24,38
62,-26,38,-55,4l,60
73,-44,31,-26,-26,8
21,37,14,-46,-12,14
45,18,-26,33,-42,28
54,-16,23,-35,48,74
table name:,108.3
41,-16,48,-56,49,14,-16,-26,24,-36,26
26,48,-16,24,-16,-33,-26,83,-26,-36,23
74,-16,-14,-26,43,14,-13,-36,47,-56,17
17,63,-21,1?,-36,25,-26,-16,24,19,61
61,-36,S7,-46,-16,-16,81,~i2,-36,44,81
58,-24,-16,45,-36,47,-36,28,15,-46,35
35,48,-26,24,-66,48,19,-66,55,-36,35
28,53,-46,25,-37,-36,38,29,-66,52,60
70,-16,-16,22,-48,43,28,-46,24,-36,25
82,-43,25,-11,27,-24,-36,49,-36,32,65
table name:,108.4
349,244,-366,497,-566,158
254,388,-256,337,-546,177
843,-464,245,137,179,940
194,222,167,-246,387,724
813,-436,272,111,-387,373
456,191,-264,248,-356,275
728,-466,377,-266,448,821
243,374,-266,-166,439,624
912,-562,-116,382,-463,153
649,-267,-144,306,-466,78
table name:,108.5
148,465,-262,-136,447,662
261,454,-362,-136,648,865
865,-432,-161,553,-461,364
781,104,-463,-261,314,475
518,-264,181,-262,459,632
632,-361,454,-361,241,605
365,155,-264,354,-460,150
150,A454,-226,364,-436,306
261,354,-362,472,-364,361
23,-361,453,-264,124,475
table name:,109.1
9,3,7,-2,8,11
5,9,8,-7,-6,9
7,5,9,-7,-7,7
8,6,9,-7,4,20
4,4,4,-7,9,14
6,8,9,-7,-3,13
2,9,4,g,-7,17
9,5,6,-7,-7,6
3,3,8,-7,4,11
8,4,7,9,-6,8
table name:,109.2
6,5,4,9,7,17
3,4,5,-7,-1,4
9,8,5,7,7,8
2,7,4,7,6,12
8,3,4,8,-F,16
9,5,6,-B,7,5
5,8,6,3,7,15
9,7,8,7,4,21
4,8,8,4,7,7
7,7,8,7,6,9
table name:,109.3
8,5,-F,8,~6,5,7,iS},15
4,3,6,-7,-2,4,5,7,6
7,6,6,4,7,6,7,9,24
9,5,9,-7,7,3,7,5,10
9,4,7,-3,8,1,-7,8,13
5,5,9g,4,7,6,7,-3,12
2,6,6,-7,&,1,7,8,13
6,4,8,5,7,6,7,1,14
3,8,9,-8,7,5,7,9,12
9,6,8,7,5,7,8,13
table name:,109.4
5,8,9,-7,-3,-7,9,7,7,1,15
1,9,-3,8,-3,-7,5,5,-3,7,5
2,8,3,9,-7,S,-7,9,7,21
9,2,-7,1,8,9,7,-7,2,16
4,2,4,-3,6,9,-7,3,-6,7,5
6,-3,8,-7,6,5,-3,7,8,2,15
5,7,9,-7,8,7,-3,7,7,6,6
8,6,7,-7,4,3,7,7,5,-6,6
1,4,9,7,5,-6,8,9,7,6,22
3,8,4,-3,-7,9,4,5,7,4,20
table name:,11.1
2,12,14
A,10,14
6,11,17
3,16,19
7,12,19
1,17,18
5,13,18
8,11,19
4,15,19
2,16,18
table name:,11.2
1,16,17
7,il,18
4,10,14
2,15,17
8,10,18
6,12,18
3,11,14
1,18,19
4,15,19
5,11,16
table name:,11.3
3,15,18
7,10,17
1,15,16
2,11,13
4,10,14
1,12,13
6,13,19
S,12,17
2,17,iS
3,10,13
table name:,11.4
19,-16,3
14,-11,3
17,-12,5
16,-10,6
13,-11,2
18,-15,3
15,-10,5
14,~12,2
18,-16,2
193,-12,7
table name:,11.5
11,-11,0
19,-18,1
14,-10,4
13,-12,1
14,-11,3
i9,-14,5
16,-11,5
17,-15,2
18,-13,5
19,-13,6
table name:,11.6
14,-12,2
17,-16,1
18,-10,8
19,-15,4
19,-17,2
17,-11,6
18,-l7,1
17,-10,7
13,-13,0
16,-15,1
table name:,11.7
7,li,-16,2
14,5,-18,1
2,16,-10,
4,10,-12,2
7,12,-16,3
10,8,-11,7
5,12,-10,7
16,3,-18,1
1,17,-3,15
18,-16,10,12
table name:,11.8
14,5,-17,2
3,16,-11,
12,-10,16,18
7,5,12,14
14,-13,17,18
19,-15,16,14
2,17,-15,4
13,-11,16,138
18,-10,11,19
5,11,-16,0
table name:,11.9
1?,-12,10,15
8,10,-13,5
19,-6,-11,2
2,15,-7,10
16,5,-10,1
14,5,-16,3
12,-10,17,19
3,6,10,19
15,4,-19,0
13,-11,10,12
table name:,110.1
41,28,14,-57,38,64
24,36,-22,4S,-67,16
86,-57,35,-27,56,93
73,-37,24,-33,-14,13
58,26,-47,33,-54,16
32,14,18,-27,-13,24
46,18,-37,44,-56,15
19,22,-16,39,-57,7
61,-26,29,-47,55,72
94,-77,24,33,-66,8
table name:,110.2
16,45,-27,-17,44,61
28,33,-26,39,-S7,17
36,25,-33,45,-67,6
S7,24,-66,49,-27,37
84,-A7,23,-36,-15,9
42,-17,39,-26,42,80
78,-34,-17,35,-26,36
67,-28,35,-57,44,61
35,28,-37,-14,48,60
47,17,-26,35,-47,26
table name:,110.3
24,-17,38,18,-37,48,-57,29,18,47,17
37,54,-18,-17,-23,-17,64,~47,-17,45,61
61,-38,-17,85,-17,-17,26,-57,38,-27,37
58,25,-47,58,-37,13,-17,-17,24,-28,32
25,38,-47,57,-36,49,-53,V7,45,-39,22
78,15,-27,-37,A8,-14,-27,55,-67,-17,7
48,36,-57,34,-27,~17,43,-26,-17,25,42
83,-47,26,-38,-17,85,-18,-17,24,-19,62
62,-29,-17,45,13,-37,25,i,-47,35,61
34,-17,46,-57,78,-27,34,-56,28,737,26
table name:,110.4
291,333,-467,554,-346,365
344,-175,666,-444,222,613
828,-576,394,-263,455,838
615,-276,335,-573,498,649
837,AT],-172,226,192,606
193,438,-276,584,-377,562
754,-367,226,-325,446,734
986,-547,194,-277,384,740
473,176,-267,332,-457,257
265,380,-272,339,-427,285
table name:,110.5
148,433,-140,-270,454,625
625,-291,-172,461,-337,286
731,-470,374,~273,113,475
475,165,-371,211,-242,238
238,-174,548,-381,-170,61
170,462,-371,344,-573,32
260,385,-272,-147,384,610
610,-376,-170,550,-387,227
127,A414,-376,456,-371,250
735,-372,-137,435,-346,315
table name:,111.1
3,4,7,-8,-2,4
9,5,-8,4,-3,7
2,3,9,9,-8,15
4,4,6,-8,-3,3
6,5,4,-1,-8,6
8,3,9,-6,-8,6
5,9,8,5,-6,5
7,4,4,-1,8,6
1,4,9,-8,4,10
6,-2,9,-8,-4,1
table name:,111.2
8,6,4,5,-8,15
2,9,9,7,-8,5
7,7,-8,2,7,11
3,6,4,-8,6,11
5,8,6,5,-8,16
1,8,4,8B,-2,3
4,3,7,-8,6,12
9,4,-8,5,-4,6
6,6,6,5,-8,5
7,7,9,-8,6,9
table name:,111.3
7,8,9,9,-8,-2,-8,6,21
3,6,S,-8,-4,9,4,7,22
8,6,-8,S,-3,5,-8,-2,3
2,7,5,-8,-3,7,7,2,5
5,-1,9,-8,7,1,8,9,14
9,3,6,5,-8,-1,-8,5,11
1,8,4,-8,9,-8,5,4,i5
4,9,-8,7,-4,5,8,-3,2
6,8,9,-8,-6,5,-8,6,12
2,3,9,-8,2,9,8,9,14
table name:,111.4
4,6,5,8,-8,6,-8,-8,6,4,15
1,4,7,6,5,-8,-6,5,-8,6,12
8,8,-7,5,8,7,4,7,-8,-3,13
5,9,3,7,-8,6,9,8,5,4,14
9,8,7,-8,-2,-8,7,1,-8,5,11
2,3,9,6,5,9,-8,3,-8,7,22
4,5,5,-8,7,-8,5,6,5,8,1
1,9,2,3,-2,-8,9,-8,5,4,15
3,4,5,5,-3,-8,6,2,-8,5,11
4,8,-8,9,7,-8,-8,9g,4,6,23
table name:,112.1
32,29,-27,-18,45,61
19,44,-38,19,af,71
64,-28,-22,A?,-36,25
48,16,-28,54,~66,24
33,-18,45,-23,37,74
26,35,-28,-18,49,64
54,-18,24,-33,-14,13
77,-34,-18,39,-27,37
85,-22,-28,-17,44,62
94,-66,33,-28,-28,5
table name:,112.2
42,-16,35,-27,-18,16
39,24,-28,39,-67,7
86,-22,-38,44,-33,37
51,-18,-18,46,-24,37
45,19,-28,34,-42,28
84,-48,-18,22,-33,7
2?,36,-28,-17,43,61
69,11,-26,-18,37,73
13,AR,-27,-18,44,60
96,-62,-18,46,-23,39
table name:,112.3
21,33,-18,2?,-38,-48,26,-31,24,55
48,15,-38,64,-45,-28,54,-18,42,-38,26
51,34,-42,-278,44,15,-38,-13,-18,35,40
73,-38,44,-5,-18,77,-48,28,a1,-38,36
36,27,-48,49,-20,-18,36,12,-38,24,60
84,-48,af,-28,25,-38,32,~18,25,14,75
75,-21,-28,37,12,-11,-28,48,-18,-32,34
34,-18,56,13,-11,-38,25,14,-12,38,25
48,-14,-18,46,-28,-18,4,-32,44,-33,42
68,-14,-28,45,-17,-28,34,-23,-13,41,65
table name:,112.4
276,364,-283,491,-566,282
359,273,-380,464,-528,188
124,2749,273,-388,479,737
843,-687,464,-252,346,714
769,-486,331,-248,464,830
538,-188,-112,396,-278,356
692,-287,-161,-178,774,840
173,468,-286,392,-474,273
487,146,-280,394,577,170
744,-386,263,-436,633,818
table name:,112.5
181,424,-364,-180,554,615
615,-271,-181,-138,436,461
556,-223,~180,-128,748,773
7I3,-130,-380,351,-208,406
561,-130,-281,435,-241,344
344,-182,672,-481,-128,225
225,322,-483,160,-118,106
126,416,-389,421,-238,336
336,-183,422,-131,-282,162
615,-287,-181,471,-418,_205
table name:,113.1
2,7,5,-9,7,12
4,4,6,9,-3,2
7,7,-9,-1,7,11
3,3,8,-9,5,10
9,5,-9,-3,7,9
1,4,9,-9,8,13
8,6,-9,7,8,20
5,8,6,5,-9,15
3,4,7,-9,6,11
6,6,7,5,5,15
table name:,113.2
7,7,-G,8,-4,9
4,6,4,a9,-1,4
9,3,7,5,39,15
2,8,-3,7,93,5
8,-3,9,9,-2,3
1,4,6,3,-9,5
6,7,8,3,3,15
5,8,7,-6,9,5
3,7,8,6,3,15
8,7,8,93,3,5
table name:,113.3
3,6,5,-3,-1,6,4,9,5
8,5,4,7,3,-1,3,8,13
6,8,39,2,7,-9,6,39,2
4,3,7,-3,5S,5,8,6,7
9,5,2,8,-9,-1,9,7,12
8,6,-9,-2,6,5,3,6,11
1,4,7,2,3,5,5,~-4,11
6,6,2,-9,7,2,-,6,11
2,9,6,7,3,-1,9,&,13
4,7,3,-9,6,3,9,7,12
table name:,113.4
9,8,7,93,-1,5,5,93,6,4,25
1,9,4,-9,8,2,-1,9,6,4,15
4,6,5,5,-b,-9,5,3,4,3,2
6,-3,8,3,-9,8,2,-1,9,7,12
6,6,-8,5,5,-9,8,i,-9,5,10
1,4,-3,9,3,-9,2,4,8,6,5
5,8,-9,5,5,9,6,1,-8,1,5
4,3,3,5,6,3,-9,-2,2,7,12
2,3,-1,5,5,-9,6,4,-1,3,5
&,8,-2,3,6,4,-1,-9,&,4,17
table name:,114.1
24,-19,66,-47,11,35
32,27,-15,-29,47,62
49,22,-37,-19,44,59
59,-19,-16,-19,78,83
18,46,-29,-17,44,62
63,-28,34,15,-49,35
79,-15,-29,-19,44,60
54,-19,25,-32,34,62
48,16,-29,44,-39,40
94,-69,18,-24,43,62
table name:,114.2
32,22,-19,45,-62,18
56,-12,-29,48,-24,39
71,-16,-16,25,-39,25
74,-39,27,-33,44,73
46,18,-29,13,13,61
29,33,-28,-19,46,61
14,33,17,-29,-16,19
68,-29,35,-49,68,93
84,-49,24,12,-36,35
53,-19,-19,47,-24,38
table name:,114.3
739,125,-489,248,-371,252
264,370,-299,388,-569,154
185,449,-299,376,-437,274
326,288,-339,447,-554,168
425,199,-239,-147,383,621
573,-198,271,-394,667,919
824,-469,284,183,-647,175
116,248,350,-449,381,646
248,376,-289,361,122,818
536,-172,-229,488,-364,259
table name:,114.4
181,404,-141,-292,463,615
615,-273,-291,693,-329,415
326,414,~390,487,-283,554
354,292,-393,422,-341,334
422,-281,404,-392,462,615
515,-271,-192,769,-419,402
642,-391,463,-309,235,640
754,-329,-183,-191,764,815
444,-192,393,-392,152,405
685,162,-493,-11?,-191,51
table name:,115.1
3,&,4,7,-6,16
8,4,-],-2,8,i1
3,4,7,9,8,15
9,5,-9,7,3,15
8,3,7,-4,-8,6
9,9,5,7,-2,14
8,6,7,-6,7,
4,2,8,~6,3,11
9,2,8,4,-8,15
8,8,8,-3,-6,g
table name:,115.2
8,6,-9,7,-8,4
9,8,-4,-8,6,ii
4,3,-6,4,-6,5
8,&,-3,7,8,14
9,5,-8,5,-6,5
5,3,7,6,-8,5
5,9,-4,-9,7,12
4,8,-6,6,-7,5
2,9,-6,8,-7,6
2,g,3,-8,-2,3
table name:,115.3
6,9,-1,-8,-3,9,7,-2,3
5,8,7,9,-1,9,8,7,6
6,7,-8,9,6,6,-8,4,. 10
9,5,-7,8,6,5,7,5,12
7,6,-8,9,-6,6,93,-1,4
